Call Name,Call Description,Call URL,Call Resource,Call Method,Parameter Name,Parameter Description
Participants_CheckIn,Checks a participant in; setting checked_in_at to the current time.,https://api.challonge.com/v1,tournaments/{tournament}/participants/{participant_id}/check_in,POST,,
