Call Name,Call Description,Call URL,Call Resource,Call Method,Parameter Name,Parameter Description
MatchAttachments_Index,Retrieve a match's attachments.,https://api.challonge.com/v1,tournaments/{tournament}/matches/{match_id}/attachments,GET,,
