Call Name,Call Description,Call URL,Call Resource,Call Method,Parameter Name,Parameter Description
Matches_Reopen,Reopens a match that was marked completed; automatically resetting matches that follow it.,https://api.challonge.com/v1,tournaments/{tournament}/matches/{match_id}/reopen,POST,,
