Call Name,Call Description,Call URL,Call Resource,Call Method,Parameter Name,Parameter Description
Participants_UndoCheckIn,Marks a participant as having not checked in; setting checked_in_at to nil.,https://api.challonge.com/v1,tournaments/{tournament}/participants/{participant_id}/undo_check_in,POST,,
