Call Name,Call Description,Call URL,Call Resource,Call Method,Parameter Name,Parameter Description
MatchAttachments_Show,Retrieve a single match attachment record.,https://api.challonge.com/v1,tournaments/{tournament}/matches/{match_id}/attachments/{attachment_id},GET,,
