Call Name,Call Description,Call URL,Call Resource,Call Method,Parameter Name,Parameter Description
Participants_Destroy,If the tournament has not started; delete a participant; automatically filling in the abandoned seed number. If tournament is underway; mark a participant inactive; automatically forfeiting his/her remaining matches.,https://api.challonge.com/v1,tournaments/{tournament}/participants/{participant_id},DELETE,,
